person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_percent_income
25,70000,5,20000,9.99,2,0.29
22,70000,2,20000,6.91,4,0.29
25,64000,0,20000,,4,0.31
25,71004,9,20000,14.09,2,0.28
22,21000,4,3000,11.49,3,0.14
23,71004,8,20000,14.09,3,0.28
23,55392,3,20000,15.2,4,0.31
24,72000,5,20000,11.83,2,0.28
24,21000,4,6000,12.21,2,0.29
23,66000,1,20000,14.11,3,0.3
22,66000,3,20000,14.42,2,0.3
24,72000,4,20000,14.74,3,0.28
24,74000,0,20000,12.69,3,0.27
22,21120,3,1625,16.89,3,0.08
25,75000,8,20000,,4,0.27
21,21216,5,4500,,2,0.21
25,21221,4,8500,9.63,4,0.4
24,75000,4,20000,8.88,3,0.27
26,75000,5,20000,6.91,4,0.27
26,75000,3,20000,,3,0.27
25,75000,0,20000,10.38,3,0.27
22,69000,6,20000,10.99,4,0.29
22,75000,2,20000,,2,0.27
21,21600,6,7575,,3,0.35
26,21600,5,5200,12.42,3,0.24
24,69000,0,20000,14.82,4,0.29
23,75600,3,20000,16.32,3,0.26
23,59497,0,20000,16,3,0.29
23,76000,7,20000,10.37,3,0.26
26,70000,7,20000,13.16,3,0.29
24,70000,8,20000,14.88,4,0.29
22,77004,6,20000,13.98,4,0.26
26,71004,0,20000,13.36,2,0.28
21,21600,,7125,6.99,3,0.33
22,21600,,4025,5.42,4,0.19
24,21600,8,8000,5.42,2,0.37
26,78000,8,20000,13.85,4,0.26
22,21600,,4000,12.99,2,0.19
26,21600,,4200,9.99,3,0.19
22,21600,6,1400,,2,0.06
123,78000,7,20000,,4,0.26
23,61200,4,20000,11.14,2,0.28
21,21600,2,3800,5.99,2,0.18
24,72000,6,20000,,4,0.28
23,78000,3,20000,11.58,3,0.26
23,78500,7,20000,13.85,4,0.25
23,79000,5,20000,16.89,4,0.25
23,80000,4,20000,7.9,4,0.25
23,21600,2,6000,12.68,4,0.28
22,62900,6,20000,14.91,4,0.27
24,80000,3,20000,13.06,4,0.25
25,80000,7,20000,8.88,4,0.25
23,21600,7,2000,6.17,4,0.09
22,80000,3,20000,13.98,4,0.25
22,21600,3,8500,6.54,4,0.39
26,62900,2,20000,13.85,3,0.27
26,21600,0,1000,10.36,3,0.05
25,74004,2,20000,15.95,4,0.27
25,80004,9,20000,14.26,4,0.25
23,80700,7,20000,11.71,2,0.25
22,81000,3,20000,13.49,4,0.25
24,21600,0,2000,14.84,2,0.09
22,82000,6,20000,,2,0.24
23,76042,6,20000,15.05,4,0.26
22,76654,2,20000,13.79,4,0.26
24,83500,1,20000,13.48,3,0.24
26,21600,,3000,6.76,2,0.14
23,84000,7,20000,11.11,4,0.24
25,84000,9,20000,13.92,2,0.24
23,21600,0,4400,12.53,2,0.2
21,21600,2,10000,11.14,2,0.46
24,78996,2,20000,14.11,2,0.25
23,85000,0,20000,7.49,2,0.24
25,85000,3,20000,10.25,3,0.24
26,73000,3,20000,12.53,2,0.27
21,21816,2,1500,11.86,3,0.07
23,21840,1,9000,7.88,3,0.41
25,85000,4,20000,,2,0.24
24,21948,2,4000,,2,0.18
22,87000,5,20000,13.85,4,0.23
23,21996,4,6000,13.23,4,0.27
22,90000,5,20000,,4,0.22
23,78000,0,20000,18.25,2,0.26
24,90000,9,20000,6.54,3,0.22
23,90000,2,20000,11.49,4,0.22
26,90000,10,20000,11.49,3,0.22
22,22000,6,7000,11.71,2,0.32
23,90000,0,20000,13.57,4,0.22
25,91229,2,20000,14.35,3,0.22
26,22000,3,3825,10.65,4,0.17
22,92000,6,20000,15.65,2,0.22
22,22000,3,6500,,4,0.3
25,22000,9,5875,6.62,2,0.27
25,92407,9,20000,9.25,2,0.22
22,22000,0,2400,11.71,3,0.11
24,22000,8,8000,5.42,4,0.36
26,93492,0,20000,9.45,4,0.21
23,22000,5,1550,7.49,2,0.07
22,94500,2,20000,,2,0.21
23,83000,7,20000,,2,0.24
23,95000,2,20000,10.99,2,0.21
24,95000,4,20000,,3,0.21
21,22000,5,7350,7.66,2,0.33
23,96000,1,20000,13.04,3,0.21
22,22000,6,7200,7.14,2,0.33
22,85200,6,20000,15.65,4,0.23
22,98000,2,20000,11.83,4,0.2
24,22000,1,3000,16,2,0.14
23,99000,7,20000,15.28,4,0.2
21,22000,2,4000,15.05,4,0.18
22,22000,1,8500,15.05,4,0.39
24,99996,0,20000,14.22,3,0.2
25,87996,0,20000,16.35,3,0.23
26,22000,6,7500,10.96,2,0.34
25,100000,9,20000,13.06,2,0.2
25,100000,9,20000,13.06,2,0.2
25,22000,0,7500,,3,0.34
23,22080,3,6700,,4,0.3
22,74800,3,20000,14.96,4,0.23
23,74800,1,20000,17.04,2,0.23
22,100000,0,20000,12.21,3,0.2
25,22260,9,6400,7.88,4,0.29
26,22296,,5400,5.42,3,0.24
26,104000,0,20000,10.74,2,0.19
23,93000,6,20000,13.22,3,0.22
23,95000,0,20000,14.59,2,0.21
25,108000,0,20000,,4,0.19
25,96901,3,20000,,3,0.21
23,110000,3,20000,12.42,3,0.18
22,110000,7,20000,14.17,3,0.18
22,110000,6,20000,13.72,3,0.18
24,110000,1,20000,10.38,4,0.18
23,110000,2,20000,,2,0.18
22,22800,5,2000,7.51,3,0.09
22,22800,0,7125,11.71,3,0.31
23,22800,2,3000,8.9,2,0.13
25,85000,7,20000,17.39,2,0.2
23,22800,3,4800,5.79,2,0.21
22,22800,,8300,12.61,2,0.36
23,120000,4,20000,10.37,4,0.17
24,22800,3,4750,11.36,3,0.21
24,121000,8,20000,8.9,3,0.17
23,125000,7,20000,11.11,4,0.16
22,22800,0,3000,8.94,2,0.13
25,130000,0,20000,15.27,2,0.15
26,130000,10,20000,13.11,4,0.15
23,22884,4,6000,16,2,0.26
24,133000,3,20000,12.36,2,0.15
22,23000,5,10625,7.51,4,0.46
21,23000,2,7000,8.9,3,0.3
25,140000,9,20000,6.54,4,0.14
24,138000,2,20000,15.99,3,0.14
23,23000,7,3600,17.27,3,0.16
26,148000,1,20000,17.99,3,0.14
22,160000,6,20000,7.49,4,0.13
22,23000,2,4800,10,4,0.21
26,160000,3,20000,9.99,3,0.13
26,168000,1,20000,11.36,4,0.12
26,172500,3,20000,11.83,2,0.12
21,23000,6,3000,13.35,3,0.13
25,175000,3,20000,14.72,2,0.11
25,23000,,4400,6.76,2,0.19
25,58000,9,19900,11.83,4,0.34
26,116000,10,19800,11.48,4,0.17
26,19500,0,500,11.41,2,0.03
25,23000,4,10000,,2,0.43
21,19000,0,700,12.29,2,0.04
22,23000,4,7000,14.96,3,0.3
25,19000,0,750,12.29,4,0.04
23,10000,,1000,10.37,2,0.1
22,10000,0,1000,14.74,4,0.1
21,10140,,1000,13.43,4,0.1
22,23000,1,2400,9.63,4,0.1
21,23000,0,2400,12.21,4,0.1
23,10500,,1000,10.25,2,0.1
22,11220,,1000,12.99,4,0.09
22,11760,0,1000,13.98,4,0.09
23,11820,,1000,14.65,3,0.08
25,12000,0,1000,10.65,2,0.08
21,12000,1,1000,13.98,2,0.08
22,12000,0,1000,13.57,3,0.08
22,12240,1,1000,14.96,3,0.08
24,13728,,1000,10,4,0.07
21,14400,1,1000,16.29,4,0.07
23,23040,0,2000,11.11,3,0.09
21,23040,1,5000,,3,0.22
22,14400,2,1000,16.69,3,0.07
21,23040,0,15000,8.94,2,0.65
22,15000,0,1000,14.3,3,0.07
21,16000,2,1000,15.65,3,0.06
24,16800,,1000,11.49,3,0.06
22,16800,2,1000,13.48,4,0.06
24,19200,2,1000,12.53,4,0.05
23,39600,5,19000,10.62,2,0.48
22,39900,4,19000,12.18,3,0.48
25,47000,4,19000,11.99,2,0.4
25,50000,2,19000,10.99,4,0.38
25,52000,5,19000,,4,0.37
24,23500,2,7000,10.38,3,0.3
26,47500,10,19000,16.7,4,0.4
25,54000,8,19000,,4,0.35
22,54000,6,19000,,4,0.35
23,54586,5,19000,11.14,2,0.35
26,62004,5,19000,7.49,2,0.31
22,70000,1,19000,8.88,4,0.27
23,72000,3,19000,10.99,4,0.26
24,73000,8,19000,10.62,3,0.26
23,78000,2,19000,8.9,2,0.24
25,23920,0,6000,14.59,2,0.25
22,23964,,2500,9.91,2,0.1
26,96000,6,19000,13.22,2,0.2
24,105000,2,19000,12.29,2,0.18
24,175000,1,19000,11.48,3,0.11
26,50000,10,18950,,3,0.38
26,55000,7,18800,6.99,2,0.34
22,70000,2,18750,10.38,2,0.27
22,36500,0,18725,6.54,3,0.51
22,43000,4,18550,11.83,4,0.43
24,24000,0,7100,12.42,3,0.3
24,34300,4,18500,10.71,2,0.54
21,36000,3,18500,10.91,3,0.51
22,38000,2,18500,7.66,4,0.49
25,55784,2,18500,13.61,3,0.33
23,74196,2,18500,11.26,3,0.25
25,75000,0,18500,7.49,3,0.25
24,73000,0,18500,7.9,2,0.25
22,24000,5,8000,9.91,2,0.33
21,24000,0,3000,7.9,4,0.13
24,78000,1,18500,15.33,2,0.24
26,145000,3,18500,12.87,3,0.13
22,24000,5,5000,7.9,2,0.21
22,48888,1,18400,13.16,2,0.38
22,50000,2,18400,9.99,2,0.37
23,120000,7,18400,8.9,2,0.15
22,24000,1,5000,14.65,4,0.21
25,24000,0,6000,13.49,3,0.25
22,34000,0,18250,10.25,3,0.54
24,35004,3,18250,11.49,4,0.52
25,34500,1,18250,17.04,3,0.53
23,42504,0,18250,10.25,3,0.43
22,24000,4,1300,5.42,3,0.05
22,36996,2,18250,14.61,2,0.49
24,45600,2,18250,13.35,4,0.4
25,24000,,5800,5.99,3,0.24
23,46000,6,18250,10.75,2,0.4
25,46000,8,18250,14.26,3,0.4
25,55044,4,18250,17.56,2,0.33
25,49200,,18250,14.83,3,0.37
22,50000,6,18250,16.7,3,0.36
23,50000,4,18225,10.74,2,0.36
26,44000,0,18225,14.91,4,0.41
24,36000,4,18200,8.88,4,0.51
25,36400,2,18200,9.91,4,0.5
22,36000,6,18200,11.71,3,0.51
24,55000,4,18200,10.99,2,0.33
23,27000,2,18000,11.54,4,0.67
23,24000,2,8000,15.62,2,0.33
23,33000,4,18000,9.91,4,0.55
21,36000,,18000,9.88,3,0.5
21,30720,5,18000,13.48,4,0.59
23,39996,2,18000,9.25,4,0.45
25,40000,2,18000,13.11,3,0.45
22,24000,2,5000,10.99,4,0.21
25,42000,3,18000,6.17,2,0.43
24,24000,3,8000,5.99,4,0.33
24,24000,1,2400,7.49,2,0.1
24,42765,9,18000,11.03,2,0.42
24,43000,9,18000,7.9,2,0.42
22,44000,7,18000,13.57,4,0.41
24,44000,6,18000,12.18,2,0.41
25,39000,3,18000,17.19,3,0.46
22,46800,6,18000,15.23,2,0.38
22,48000,5,18000,,2,0.38
24,42000,8,18000,14.46,3,0.43
24,24000,5,4200,6.99,3,0.17
24,43400,2,18000,16.63,2,0.41
24,50000,1,18000,12.42,4,0.36
24,50000,4,18000,7.9,4,0.36
23,24000,2,5000,15.99,2,0.21
23,24000,,4200,10.99,4,0.17
26,50000,5,18000,13.11,3,0.36
22,50000,6,18000,13.79,2,0.36
22,24000,3,2500,10.59,2,0.1
22,52000,6,18000,,4,0.35
22,24000,1,6000,12.68,4,0.25
25,52000,2,18000,12.98,4,0.35
22,52000,1,18000,13.85,4,0.35
25,52526,9,18000,12.21,2,0.34
22,46610,6,18000,10.71,3,0.39
24,48000,5,18000,6.54,2,0.38
23,24000,0,8000,5.79,3,0.33
25,55000,2,18000,12.84,2,0.33
25,55344,2,18000,10.99,4,0.33
23,24000,5,1375,11.11,4,0.06
24,56000,2,18000,13.48,3,0.32
21,50000,2,18000,14.74,2,0.36
25,58000,6,18000,,4,0.31
21,52240,5,18000,19.69,2,0.34
26,53000,2,18000,17.19,3,0.34
22,60000,3,18000,16.32,4,0.3
22,60000,0,18000,9.33,3,0.3
25,61500,1,18000,13.23,2,0.29
26,24000,10,5000,7.66,3,0.21
22,62000,0,18000,13.85,4,0.29
23,24000,1,5600,9.63,3,0.23
24,24000,2,10000,6.92,4,0.42
22,63000,0,18000,9.63,4,0.29
23,63000,1,18000,10.99,3,0.29
23,63000,2,18000,13.57,3,0.29
25,65000,8,18000,,3,0.28
25,65000,9,18000,13.99,3,0.28
24,59000,1,18000,14.96,4,0.31
25,65000,8,18000,,3,0.28
26,59000,2,18000,16,4,0.31
26,60000,2,18000,16.29,2,0.3
25,66000,9,18000,10.25,3,0.27
21,68000,4,18000,10.65,2,0.26
24,70000,1,18000,9.88,2,0.26
25,54400,10,18000,16,2,0.28
25,70200,9,18000,16.45,2,0.26
25,65000,3,18000,15.33,4,0.28
26,71820,10,18000,11.83,2,0.25
24,66000,2,18000,14.54,4,0.27
24,72000,4,18000,7.88,2,0.25
24,24000,3,3000,13.98,2,0.13
23,73500,7,18000,,2,0.24
25,24000,0,1200,15.21,4,0.05
23,75000,7,18000,12.73,4,0.24
25,24000,2,3500,15.58,2,0.15
23,75576,7,18000,9.88,3,0.24
21,24000,2,7000,11.86,2,0.29
26,78000,6,18000,13.49,2,0.23
21,80000,6,18000,7.9,2,0.23
23,80000,5,18000,8.49,3,0.23
22,80000,1,18000,10.99,4,0.23
26,80171,3,18000,13.85,3,0.22
23,81000,7,18000,13.98,2,0.22
23,24000,1,2800,16.07,3,0.12
23,82000,7,18000,,2,0.22
23,76500,3,18000,10.65,4,0.24
24,24000,4,8500,15.7,2,0.35
26,24000,5,2100,13.11,3,0.09
22,82570,6,18000,15.27,2,0.22
26,24000,1,6000,10.99,4,0.25
25,84000,5,18000,9.88,3,0.21
22,24000,6,2500,7.14,2,0.1
25,85000,0,18000,11.71,4,0.21
26,86000,10,18000,8.49,2,0.21
23,87000,2,18000,11.89,2,0.21
23,88000,1,18000,13.16,4,0.2
23,90000,4,18000,8.88,4,0.2
24,95000,3,18000,8.49,4,0.19
26,95000,9,18000,15.31,3,0.19
24,102000,8,18000,12.53,3,0.18
24,110000,4,18000,12.18,4,0.16
23,87550,7,18000,7.51,3,0.17
26,116004,6,18000,11.83,4,0.16
24,121000,8,18000,18.3,3,0.15
22,125000,3,18000,14.79,3,0.14
25,24000,4,5000,10.95,3,0.21
22,144500,5,18000,13.72,3,0.12
24,155000,8,18000,10.62,4,0.12
22,24000,6,5000,12.21,3,0.21
21,75000,3,17950,10.91,3,0.24
26,130000,2,17950,,2,0.14
25,24000,0,7000,9.63,3,0.29
23,62050,1,17800,16.35,3,0.24
23,24000,1,1500,12.21,2,0.06
22,48000,0,17750,13.49,4,0.37
22,65000,6,17700,11.49,2,0.27
26,24000,5,8000,9.76,3,0.33
24,24000,3,8000,11.34,4,0.33
22,24000,2,3975,13.87,3,0.17
23,45000,1,17625,8.9,4,0.39
25,59256,,17600,12.99,2,0.3
22,65500,4,17600,10.74,2,0.27
24,70000,1,17600,10.62,2,0.25
24,71480,8,17600,,4,0.25
21,24000,2,5000,8.7,2,0.21
23,24091,5,3500,12.99,2,0.15
24,72250,5,17600,17.19,4,0.21
25,32400,1,17500,15.95,3,0.54
23,36000,2,17500,14.22,4,0.49
21,37232,3,17500,12.53,2,0.47
21,24300,3,4500,11.83,4,0.19
21,24396,2,4000,15.05,4,0.16
24,40800,6,17500,10.62,4,0.43
22,24449,2,1800,11.89,4,0.07
24,24468,,5000,10.75,3,0.2
25,44000,6,17500,12.53,4,0.4
23,47500,5,17500,13.61,4,0.37
22,49176,7,17500,13.85,2,0.36
23,49270,7,17500,13.85,4,0.36
23,53352,3,17500,6.54,2,0.33
24,54996,7,17500,17.19,3,0.32
24,58000,5,17500,13.49,4,0.3
23,59000,1,17500,9.25,4,0.3
26,60000,10,17500,6.54,4,0.29
26,75000,4,17500,7.9,2,0.23
22,24900,1,5500,13.16,2,0.22
25,95950,2,17500,11.71,2,0.18
21,24960,0,2000,13.99,3,0.08
23,40000,2,17475,9.91,2,0.44
21,45408,3,17475,9.91,2,0.38
23,24996,4,5000,12.69,2,0.2
22,58000,0,17475,7.51,3,0.3
24,82000,7,17400,11.99,4,0.21
24,96000,1,17400,10.37,2,0.18
24,133000,5,17400,11.71,4,0.13
24,95000,8,17200,17.58,3,0.18
23,35000,6,17000,10.37,2,0.49
26,29400,1,17000,12.99,2,0.58
21,24996,3,7000,15.58,2,0.28
22,40000,1,17000,10.65,4,0.42
22,41400,2,17000,12.87,3,0.41
22,42000,5,17000,7.66,4,0.4
24,43275,4,17000,13.47,3,0.39
24,45792,3,17000,10.38,2,0.37
23,47000,8,17000,9.99,4,0.36
25,49896,7,17000,16.82,3,0.34
24,50000,3,17000,13.79,3,0.34
23,24996,1,4575,,2,0.18
23,24996,1,8000,11.26,2,0.32
23,51000,7,17000,8.49,4,0.33
24,45000,,17000,14.96,2,0.38
25,52000,9,17000,12.98,2,0.33
21,24996,5,6500,11.34,4,0.26
23,52000,3,17000,11.58,4,0.33
24,52500,3,17000,,3,0.32
23,54660,6,17000,9.88,4,0.31
26,25000,0,7400,,2,0.3
24,55782,3,17000,7.51,3,0.3
23,53000,8,17000,10.25,4,0.32
22,25000,1,2400,14.27,2,0.1
23,60000,3,17000,11.11,2,0.28
25,60000,3,17000,6.91,2,0.28
23,25000,,4000,15.27,4,0.16
25,62000,3,17000,5.99,3,0.27
26,65000,0,17000,13.47,2,0.26
23,70000,1,17000,8.88,3,0.24
25,72000,,17000,7.88,3,0.24
24,75000,0,17000,12.53,2,0.23
24,75000,8,17000,9.33,3,0.23
23,78000,5,17000,10.99,3,0.22
21,25000,2,3600,9.91,4,0.14
23,85500,1,17000,13.11,2,0.2
22,89004,7,17000,9.63,4,0.19
26,66300,0,17000,16.77,3,0.22
23,90000,7,17000,10.59,3,0.19
26,95000,10,17000,11.49,3,0.18
22,96000,6,17000,11.48,2,0.18
25,114000,3,17000,10.37,3,0.15
26,175000,2,17000,9.88,3,0.1
21,49000,2,16950,18.25,4,0.35
24,72000,0,16875,6.54,4,0.23
26,25000,10,7000,6.99,2,0.28
23,25000,5,7200,8.49,2,0.29
22,34819,2,16800,10.99,4,0.48
22,50000,1,16800,12.53,3,0.34
22,25000,4,1800,8.49,2,0.07
24,55000,8,16800,,4,0.31
22,60000,2,16800,14.65,4,0.28
24,60000,8,16800,6.54,2,0.28
23,60000,0,16800,13.85,2,0.28
26,54000,3,16800,12.67,3,0.31
22,25000,0,3000,9.99,3,0.12
22,66000,6,16800,13.49,3,0.25
22,58650,6,16800,16.77,2,0.24
24,74000,1,16800,15.65,3,0.23
26,97000,11,16800,12.42,3,0.17
26,97000,4,16800,6.17,4,0.17
23,103000,4,16800,13.11,4,0.16
24,125000,8,16800,12.42,4,0.13
25,25000,5,2000,14.17,3,0.08
23,36000,2,16750,15.28,4,0.47
22,44500,1,16750,10.75,4,0.38
26,45000,10,16750,12.41,3,0.37
23,46272,7,16750,11.99,3,0.36
24,25000,1,4000,11.11,2,0.16
26,42000,0,16750,17.58,3,0.4
22,50496,6,16750,13.11,4,0.33
23,54000,7,16750,,4,0.31
24,54000,0,16750,20.11,2,0.31
23,54996,4,16700,10.37,3,0.3
25,59160,0,16600,14.18,4,0.28
26,70000,9,16525,13.92,2,0.24
25,98400,4,16525,15.28,3,0.17
22,40428,4,16500,10.75,2,0.41
26,47000,0,16500,,4,0.35
23,47000,5,16500,10.62,3,0.35
22,48000,6,16500,8.9,4,0.34
25,25000,2,1500,6.76,4,0.06
25,56000,0,16500,12.8,3,0.29
25,57504,2,16500,9.32,3,0.29
24,25000,3,9000,7.14,4,0.36
26,25000,7,11500,7.88,3,0.46
25,25000,3,3000,6.76,2,0.12
26,83300,2,16500,16.77,4,0.17
24,45000,1,16425,13.49,2,0.36
24,61000,3,16400,10.99,4,0.27
22,27600,2,16300,,4,0.59
26,47000,5,16250,12.42,4,0.35
21,25000,6,1000,7.51,3,0.04
22,54000,3,16075,10.37,3,0.3
25,39000,1,16050,17.14,3,0.41
23,30000,1,16000,13.23,2,0.53
22,33000,1,16000,10.99,2,0.48
26,35000,2,16000,6.03,4,0.46
26,25000,0,6250,15.31,4,0.25
24,35000,2,16000,11.71,3,0.46
24,35500,3,16000,,4,0.45
23,25000,0,4750,13.57,2,0.19
21,25000,4,2800,,3,0.11
22,36900,5,16000,7.9,2,0.43
25,38000,8,16000,12.87,3,0.42
25,39000,6,16000,15.65,3,0.41
24,39996,1,16000,10.71,2,0.4
22,25000,1,6000,11.89,2,0.24
25,25000,1,4800,12.53,3,0.19
25,40000,3,16000,11.71,4,0.4
23,40000,3,16000,12.99,2,0.4
22,40000,1,16000,8.88,3,0.4
21,40000,0,16000,11.83,4,0.4
22,34000,0,16000,13.24,3,0.47
21,41900,2,16000,12.84,2,0.38
24,42494,7,16000,11.71,3,0.38
23,25000,4,5000,9.32,2,0.2
22,25000,1,11100,9.63,3,0.44
24,42856,8,16000,8.9,3,0.37
25,43000,3,16000,11.49,2,0.37
25,25000,7,1525,10.95,2,0.06
24,25000,3,7000,9.32,2,0.28
23,44000,7,16000,8.49,4,0.36
24,44000,8,16000,7.49,2,0.36
26,25000,1,12000,12.09,2,0.48
24,25000,1,6500,,4,0.26
22,38400,4,16000,11.54,3,0.42
24,25000,2,10000,8,2,0.4
24,39000,2,16000,19.91,3,0.41
22,45000,6,16000,10.59,4,0.36
21,25000,0,8800,9.33,3,0.35
24,39000,2,16000,13.06,2,0.41
24,25040,1,5000,5.79,4,0.2
22,25062,4,4000,16.49,2,0.16
23,25100,7,10800,14.59,3,0.43
26,25104,0,5400,16.49,2,0.22
23,39000,1,16000,11.36,3,0.41
25,39000,9,16000,14.11,2,0.41
22,25200,2,7000,6.03,4,0.28
23,48000,2,16000,10,4,0.33
22,42000,0,16000,16,3,0.38
25,50000,3,16000,17.58,4,0.32
24,25200,1,3200,15.23,2,0.13
23,25200,,1200,7.49,3,0.05
24,50000,6,16000,13.99,2,0.32
25,25200,5,1200,15.99,3,0.05
24,50000,8,16000,10.62,2,0.32
22,44000,1,16000,16.35,3,0.36
24,51000,8,16000,13.85,3,0.31
23,45000,7,16000,16.45,4,0.36
21,52000,5,16000,15.7,4,0.31
22,53000,2,16000,7.9,4,0.3
24,54000,6,16000,,4,0.3
22,25200,7,4000,12.73,2,0.16
25,49000,2,16000,,4,0.33
22,55000,6,16000,,3,0.29
21,55000,5,16000,8.94,2,0.29
21,25200,0,6500,14.26,2,0.26
22,25200,1,7000,13.92,3,0.28
25,58000,9,16000,,2,0.28
25,52000,9,16000,13.98,3,0.31
23,25200,3,1000,11.48,4,0.04
22,25200,0,1000,11.48,3,0.04
22,52500,1,16000,12.69,3,0.3
26,60000,10,16000,7.49,2,0.27
24,54000,0,16000,15.65,4,0.3
26,54000,2,16000,14.83,2,0.3
24,25344,5,4000,16.49,3,0.16
22,61000,3,16000,,2,0.26
23,62000,7,16000,7.49,2,0.26
23,25480,7,5000,9.99,3,0.2
23,25500,2,7850,13.49,4,0.31
22,25500,0,7000,6.99,2,0.27
22,57175,6,16000,17.15,4,0.28
26,25500,8,5600,11.91,4,0.22
22,57336,6,16000,17.27,3,0.28
25,25568,7,12000,13.47,2,0.47
23,64000,2,16000,10.74,3,0.25
24,58575,2,16000,19.47,2,0.27
22,64800,1,16000,10.37,4,0.25
21,65000,5,16000,9.91,3,0.25
24,25632,4,1500,9.91,3,0.06
22,65000,6,16000,8.49,4,0.25
22,25788,2,3500,12.18,2,0.14
22,65000,6,16000,7.88,3,0.25
24,59000,2,16000,16.45,2,0.27
23,65000,7,16000,14.59,4,0.25
22,25920,7,11325,10.65,3,0.44
22,65000,6,16000,13.47,3,0.25
22,59000,4,16000,16.32,3,0.27
25,66000,6,16000,10,4,0.24
22,25992,6,3000,9.45,3,0.12
23,60996,0,16000,16,3,0.26
23,62500,4,16000,14.54,2,0.26
23,63000,0,16000,14.42,3,0.25
25,26000,3,3825,11.71,2,0.15
20,64000,3,16000,15.31,4,0.25
24,72000,8,16000,13.06,2,0.22
26,74000,4,16000,14.84,3,0.22
24,74337,8,16000,11.86,3,0.22
26,74999,4,16000,17.27,4,0.21
26,26000,7,7000,10.99,4,0.27
26,26000,4,12000,,3,0.46
26,75000,1,16000,,2,0.21
23,26000,3,7800,10.59,4,0.3
26,75000,2,16000,13.35,2,0.21
23,26000,7,5000,7.91,2,0.19
24,69000,2,16000,11.89,4,0.23
21,20000,2,1000,14.26,2,0.05
25,26000,,10000,5.79,3,0.38
23,26000,7,2000,10.36,2,0.08
22,26000,4,4000,9.25,2,0.15
21,26000,5,6000,5.79,2,0.23
25,23712,9,1000,11.49,2,0.04
24,24000,1,1000,17.99,3,0.04
23,26000,0,10000,,3,0.38
21,24000,0,1000,10.99,2,0.04
22,24000,3,1000,12.84,4,0.04
21,24960,0,1000,13.98,4,0.04
26,25000,1,1000,14.65,3,0.04
22,25000,3,1000,15.95,2,0.04
26,26000,0,8500,16.45,3,0.33
21,26000,5,14500,14.61,2,0.56
24,26000,8,7000,7.74,2,0.27
22,28000,0,1000,16.29,3,0.04
25,28000,6,1000,7.51,3,0.04
22,26000,2,2000,7.4,2,0.08
22,28000,6,1000,10.25,4,0.04
24,28000,8,1000,12.53,4,0.04
23,28600,7,1000,7.9,3,0.03
22,29000,4,1000,7.29,4,0.03
22,26000,6,17000,12.84,4,0.65
26,29000,2,1000,7.74,4,0.03
24,30000,0,1000,7.51,2,0.03
21,30000,0,1000,10.99,4,0.03
23,30000,,1000,7.49,3,0.03
23,26000,2,7000,14.93,4,0.27
21,30000,0,1000,,3,0.03
22,26000,3,500,10.46,4,0.02
26,30000,2,1000,9.63,3,0.03
25,26004,3,10000,9.91,2,0.38
22,26004,1,5000,5.42,4,0.19
25,30035,9,1000,12.87,2,0.03
26,26004,5,6000,11.99,2,0.23
22,26004,4,5000,7.49,2,0.19
25,33000,0,1000,7.29,4,0.03
21,33388,3,1000,10.99,2,0.03
22,26004,6,12000,7.88,4,0.46
21,26004,5,7500,,2,0.29
26,26004,2,10000,11.14,3,0.38
23,33600,2,1000,10.36,2,0.03
25,33600,5,1000,11.86,2,0.03
23,34000,0,1000,7.37,4,0.03
23,34800,1,1000,11.99,4,0.03
25,34800,0,1000,13.98,3,0.03
22,35000,4,1000,,3,0.03
25,35000,9,1000,11.99,3,0.03
26,29000,1,1000,11.28,3,0.03
24,35100,8,1000,13.49,4,0.03
22,35100,0,1000,13.98,2,0.03
24,26400,0,6000,8.9,4,0.23
23,36000,3,1000,10.99,2,0.03
22,36000,,1000,9.88,3,0.03
22,36000,1,1000,8.59,4,0.03
25,26400,1,7500,8.9,3,0.28
22,36000,1,1000,7.68,4,0.03
23,31000,1,1000,14.96,3,0.03
25,32000,2,1000,19.03,4,0.03
26,38000,6,1000,15.27,3,0.03
24,32000,2,1000,13.06,3,0.03
23,38400,6,1000,,3,0.03
22,26400,,1550,,2,0.06
21,38400,5,1000,14.22,3,0.03
25,33600,0,1000,15.57,2,0.03
24,39996,2,1000,7.49,3,0.03
22,40000,3,1000,7.9,4,0.03
23,40000,2,1000,6.03,2,0.03
24,40000,1,1000,10.99,3,0.03
22,26400,,1000,,2,0.04
25,26400,5,5975,12.99,4,0.23
23,40000,3,1000,10.62,4,0.03
24,40000,4,1000,6.76,4,0.03
21,34500,4,1000,16.45,2,0.03
22,40800,6,1000,6.91,2,0.02
22,42000,3,1000,9.62,3,0.02
24,42000,2,1000,13.16,2,0.02
23,43000,7,1000,7.51,3,0.02
25,26400,1,4000,10.74,3,0.15
21,45000,5,1000,7.49,3,0.02
24,45000,5,1000,7.4,3,0.02
23,45000,0,1000,14.26,2,0.02
25,40800,,1000,15.57,2,0.02
22,48000,0,1000,7.29,2,0.02
21,42000,5,1000,15.58,4,0.02
25,49000,3,1000,7.66,3,0.02
21,50000,5,1000,13.49,3,0.02
26,26400,10,8500,13.23,3,0.32
22,26400,2,4400,11.49,4,0.17
26,50400,1,1000,5.42,3,0.02
